,unverheiratet,lieben,lieben,perfekt,erzählen,töten,perfekt,töten,lieben,Marseille,Schiff,Feld,lieben,Leutnant,Gewehr,nachdenken,lieben,streicheln,Tochter,einzigartig,Fürst,Vorhang,wahnsinnig,einzigartig,perfekt,Unwetter
00038-00,0.0,2.344116268166901e-05,1.8752930145335207e-05,7.969995311767464e-05,7.501172058134083e-05,2.344116268166901e-05,7.969995311767464e-05,1.4064697609001406e-05,1.8752930145335207e-05,0.0,6.563525550867322e-05,2.344116268166901e-05,2.344116268166901e-05,0.0,3.281762775433661e-05,3.7505860290670415e-05,1.4064697609001406e-05,6.094702297233943e-05,0.00015939990623534928,2.344116268166901e-05,0.00015471167369901547,0.0,2.8129395218002813e-05,2.344116268166901e-05,7.969995311767464e-05,4.688232536333802e-06
00525-00,1.4343858139243003e-05,6.813332616140426e-05,1.7929822674053755e-05,2.689473401108063e-05,8.964911337026877e-06,1.9722804941459128e-05,2.689473401108063e-05,1.9722804941459128e-05,1.7929822674053755e-05,3.5859645348107507e-06,7.171929069621501e-06,2.689473401108063e-05,6.992630842880964e-05,0.0,0.0,6.813332616140426e-05,1.9722804941459128e-05,1.4343858139243003e-05,7.889121976583651e-05,3.227368081329676e-05,3.5859645348107507e-06,1.7929822674053753e-06,1.2550875871837628e-05,3.227368081329676e-05,2.689473401108063e-05,1.7929822674053753e-06
00522-00,1.9780926241871275e-05,0.00019039141507801104,0.00016566525727567194,0.00024726157802339095,2.4726157802339093e-06,4.945231560467819e-05,0.00024726157802339095,1.2363078901169547e-05,0.00016566525727567194,0.0,9.890463120935637e-06,3.7089236703508645e-05,0.00019286403085824494,0.0,0.0,4.945231560467819e-05,0.00019039141507801104,1.4835694681403457e-05,8.406893652795292e-05,0.0001780283361768415,0.0,4.945231560467819e-06,4.945231560467819e-05,0.0001780283361768415,0.00024726157802339095,9.890463120935637e-06
00508-00,2.0514623996248756e-05,0.0001670476525408827,7.326651427231698e-05,0.00010989977140847547,2.0514623996248756e-05,1.7583963425356075e-05,0.00010989977140847547,2.6375945138034114e-05,7.326651427231698e-05,2.930660570892679e-06,3.809858742160483e-05,2.0514623996248756e-05,0.00016558232225543637,1.4653302854463396e-06,4.395990856339019e-06,4.8355899419729206e-05,7.326651427231698e-05,2.0514623996248756e-05,0.00023005685481507533,6.740519313053162e-05,8.791981712678038e-06,1.0257311998124378e-05,1.4653302854463396e-05,6.740519313053162e-05,0.00010989977140847547,5.861321141785358e-06
00456-00,1.474056603773585e-05,0.00023216391509433963,0.00015723270440251572,0.00019162735849056605,1.842570754716981e-05,5.89622641509434e-05,0.00019162735849056605,1.3512185534591195e-05,0.00015723270440251572,3.6851415094339623e-06,0.0,1.474056603773585e-05,0.00023216391509433963,3.070951257861635e-05,2.456761006289308e-06,9.09001572327044e-05,0.0001547759433962264,3.316627358490566e-05,0.0004790683962264151,0.00015723270440251572,3.1937893081761006e-05,8.598663522012578e-06,2.4567610062893083e-05,0.00015723270440251572,0.00019162735849056605,0.0
00658-00,1.7203413157170383e-06,0.00014536884117808974,4.730938618221855e-05,8.716395999632994e-05,6.881365262868153e-06,3.555372052481879e-05,8.716395999632994e-05,8.888430131204697e-06,4.730938618221855e-05,1.1182218552160748e-05,9.46187723644371e-06,8.142948894393982e-05,0.00014622901183594826,9.748600789063217e-06,3.727406184053583e-06,3.1539590788145704e-05,4.96031746031746e-05,2.9532525919809158e-05,7.856225341774475e-05,5.9065051839618316e-05,3.58404440774383e-05,6.594641710248647e-06,5.1610239471511145e-05,5.9065051839618316e-05,8.716395999632994e-05,7.741535920726671e-06
00727-00,6.326010975629043e-06,0.00011070519207350825,8.540114817099208e-05,0.00011307744618936915,1.1861270579304455e-05,6.0097104268475904e-05,0.00011307744618936915,3.242080625009885e-05,8.540114817099208e-05,4.981733643307871e-05,6.326010975629043e-06,1.897803292688713e-05,0.0001122866948174155,7.907513719536304e-07,6.326010975629043e-06,5.930635289652228e-05,0.00010358842972592558,2.530404390251617e-05,9.172715914662112e-05,8.144739131122392e-05,4.5072828201356926e-05,5.5352596036754125e-06,2.293178978665528e-05,8.144739131122392e-05,0.00011307744618936915,5.5352596036754125e-06
00648-00,2.9855988760098348e-05,0.00028134878819810325,0.0001837021426062522,0.00021074815595363542,1.6157358623112046e-05,2.7748507200561996e-05,0.00021074815595363542,1.194239550403934e-05,0.0001837021426062522,6.673691605198455e-06,4.566210045662101e-06,9.834913944502985e-06,0.00028205128205128203,7.024938531787847e-07,2.1074815595363542e-06,0.00010713031260976467,0.00018861959957850369,1.6859852476290834e-05,0.0002711626273270109,0.00018159466104671583,3.582718651211802e-05,1.6157358623112046e-05,3.793466807165437e-05,0.00018159466104671583,0.00021074815595363542,2.4587284861257463e-06
00625-00,1.3651131678816174e-06,4.9144074043738225e-05,3.685805553280367e-05,3.822316870068529e-05,1.7746471182461025e-05,1.9111584350342644e-05,3.822316870068529e-05,2.8667376525513966e-05,3.685805553280367e-05,1.3651131678816174e-06,0.0,1.0920905343052939e-05,4.7778960875856606e-05,0.0,4.095339503644852e-06,3.822316870068529e-05,2.4572037021869112e-05,2.1841810686105878e-05,4.095339503644852e-05,3.549294236492205e-05,2.7302263357632347e-05,1.3651131678816174e-06,3.9588281868566906e-05,3.549294236492205e-05,3.822316870068529e-05,0.0
00575-00,5.881891616343816e-06,0.00015390949729432985,9.737798342613652e-05,0.00011796460408333987,1.9933077144276265e-05,8.986223302747498e-05,0.00011796460408333987,2.6141740517083626e-05,9.737798342613652e-05,7.05826993961258e-05,3.594489321098999e-06,3.1370088620500355e-05,0.00015521658432018405,6.8622068857344525e-06,1.6338587823177268e-05,6.372049251039134e-05,0.00010685436436357932,3.52913496980629e-05,0.00017482288970799677,8.692128721930306e-05,0.0001117559407105325,2.940945808171908e-06,7.613781925600606e-05,8.692128721930306e-05,0.00011796460408333987,5.881891616343816e-06
00246-00,4.215318467310205e-06,0.00037937866205791846,0.00016720763253663814,0.00022481698492321094,1.2645955401930616e-05,9.695232474813472e-05,0.00022481698492321094,1.1240849246160548e-05,0.00016720763253663814,1.4051061557700685e-06,0.0,2.2481698492321095e-05,0.00037937866205791846,1.686127386924082e-05,0.0,5.058382160772246e-05,0.00015737188944624767,4.2153184673102054e-05,0.00015315657097893747,0.0001601821017577878,3.793786620579185e-05,7.025530778850342e-06,5.33940339192626e-05,0.0001601821017577878,0.00022481698492321094,0.0
00541-00,2.0308026911411145e-05,0.00019882213443913815,8.843818171098402e-05,0.00010710846451663621,4.978742081507249e-05,3.635791914784899e-05,0.00010710846451663621,1.965292926910756e-05,8.843818171098402e-05,1.965292926910756e-06,4.91323231727689e-06,4.651193260355456e-05,0.0002011149761872007,6.8785252441876466e-06,5.240781138428683e-06,0.0001025227810205111,0.00010481562276857365,4.258134674973305e-05,0.00018965076744688797,9.629935341862704e-05,2.1618222196018318e-05,8.188720528794817e-06,2.5221259228688037e-05,9.629935341862704e-05,0.00010710846451663621,6.550976423035854e-07
00281-00,0.0,0.0001477944520236471,4.547521600727603e-05,0.00013642564802182812,4.547521600727603e-05,3.410641200545703e-05,0.00013642564802182812,0.0,4.547521600727603e-05,0.0,1.1368804001819008e-05,0.0,0.0001477944520236471,0.0,0.0,5.684402000909504e-05,6.821282401091406e-05,3.410641200545703e-05,0.00020463847203274215,6.821282401091406e-05,0.00018190086402910413,0.0002501136880400182,6.821282401091406e-05,6.821282401091406e-05,0.00013642564802182812,1.1368804001819008e-05
00332-00,3.280678444302282e-06,0.00011482374555057986,5.741187277528993e-05,0.0001246657808834867,1.3122713777209127e-05,2.7885766776569395e-05,0.0001246657808834867,9.842035332906846e-06,5.741187277528993e-05,0.0,3.280678444302282e-06,4.921017666453422e-05,0.000116464084772731,0.0,1.1482374555057986e-05,2.7885766776569395e-05,6.069255121959221e-05,3.116644522087168e-05,0.00018207765365877663,6.725390810819677e-05,6.233289044174336e-05,1.640339222151141e-06,2.1324409887964832e-05,6.725390810819677e-05,0.0001246657808834867,3.280678444302282e-06
00572-00,3.8188490752656965e-06,0.00017273927317118501,7.357649218345242e-05,8.2232550087388e-05,1.0056302564866334e-05,6.352018961858608e-05,8.2232550087388e-05,2.0876374944785805e-05,7.357649218345242e-05,1.9094245376328482e-06,7.89228808888244e-06,3.487882155409336e-05,0.00017312115807871156,7.637698150531393e-07,1.934883531467953e-05,4.1116275043694e-05,7.637698150531393e-05,2.9023252972019292e-05,0.00020774538969445388,6.861198838560701e-05,4.404405933473103e-05,8.528762934760055e-06,4.315299455050237e-05,6.861198838560701e-05,8.2232550087388e-05,1.1583842194972613e-05
00136-00,1.2231774655762914e-05,0.00011008597190186622,6.290626965820927e-05,0.00011358076466065563,2.4463549311525827e-05,3.145313482910463e-05,0.00011358076466065563,1.3979171035157616e-05,6.290626965820927e-05,1.747396379394702e-06,1.3979171035157616e-05,1.0484378276368211e-05,0.00011358076466065563,0.0,1.5726567414552316e-05,5.7664080520025166e-05,7.164325155518278e-05,3.145313482910463e-05,6.465366603760397e-05,6.115887327881456e-05,6.989585517578807e-05,1.0484378276368211e-05,6.989585517578807e-05,6.115887327881456e-05,0.00011358076466065563,6.989585517578808e-06
00488-00,0.0,0.00014334115194162105,0.0,6.515506906437321e-05,5.2124055251498564e-05,7.818608287724784e-05,6.515506906437321e-05,0.0,0.0,2.6062027625749282e-05,0.0,0.0,0.00014334115194162105,2.6062027625749282e-05,0.0,0.00010424811050299713,0.0,3.909304143862392e-05,0.00016940317956737035,0.0,1.3031013812874641e-05,0.0,0.00018243419338024499,0.0,6.515506906437321e-05,0.0
00307-00,8.551393877201984e-06,0.00011401858502935979,8.551393877201984e-05,9.976626190068981e-05,2.565418163160595e-05,1.995325238013796e-05,9.976626190068981e-05,3.135511088307394e-05,8.551393877201984e-05,1.4252323128669973e-06,4.275696938600992e-06,6.556068639188188e-05,0.00011259335271649278,2.4228949318738954e-05,8.551393877201984e-06,0.00010119149421355681,8.693917108488683e-05,5.7009292514679893e-05,5.13083632632119e-05,8.978963571062083e-05,8.123824183341885e-05,9.97662619006898e-06,3.990650476027592e-05,8.978963571062083e-05,9.976626190068981e-05,5.700929251467989e-06
00183-00,1.0548523206751054e-05,0.00011251758087201125,4.219409282700422e-05,6.680731364275668e-05,3.516174402250352e-05,5.6258790436005626e-05,6.680731364275668e-05,1.0548523206751054e-05,4.219409282700422e-05,1.4064697609001406e-05,4.219409282700422e-05,2.109704641350211e-05,0.00011251758087201125,0.0,3.516174402250352e-05,2.109704641350211e-05,4.9226441631504925e-05,7.032348804500703e-06,0.0001969057665260197,5.6258790436005626e-05,7.383966244725738e-05,0.0,3.1645569620253167e-05,5.6258790436005626e-05,6.680731364275668e-05,1.0548523206751054e-05
00255-00,2.7328804560006247e-05,7.417818380573124e-05,4.294526430858124e-05,6.24658389943e-05,3.90411493714375e-06,2.3424689622862496e-05,6.24658389943e-05,2.7328804560006247e-05,4.294526430858124e-05,0.0,0.0,3.90411493714375e-06,7.417818380573124e-05,0.0,1.1712344811431248e-05,5.4657609120012495e-05,3.9041149371437495e-05,3.123291949715e-05,0.00023815101116576873,3.9041149371437495e-05,0.0,3.90411493714375e-06,2.3424689622862496e-05,3.9041149371437495e-05,6.24658389943e-05,0.0
00605_N_Tieck_Der_Gelehrte_Novelle_von_Ludwig_Tieck 05_1829Pantheon.txt,2.6074259491030454e-05,0.00022163120567375886,0.000114726741760534,0.00015644555694618273,1.825198164372132e-05,4.6933667083854816e-05,0.00015644555694618273,1.3037129745515227e-05,0.000114726741760534,7.822277847309136e-06,1.0429703796412182e-05,1.5644555694618272e-05,0.00022163120567375886,0.0,0.0,8.08302044221944e-05,0.00013558614935335836,3.1289111389236544e-05,0.00014080100125156447,0.00012515644555694618,2.6074259491030456e-06,5.214851898206091e-06,6.518564872757614e-05,0.00012515644555694618,0.00015644555694618273,7.822277847309136e-06
00132-00,5.463953974222994e-05,0.0002603413364188603,0.00010927907948445988,0.0001446340757882557,9.642271719217048e-06,5.142544916915759e-05,0.0001446340757882557,9.642271719217048e-06,0.00010927907948445988,0.0,3.214090573072349e-06,4.499726802301289e-05,0.0002603413364188603,3.214090573072349e-06,9.642271719217048e-06,8.999453604602578e-05,0.00012856362292289398,4.8211358596085236e-05,0.00011892135120367692,0.00012213544177674927,0.00011892135120367692,1.6070452865361748e-05,6.106772088837463e-05,0.00012213544177674927,0.0001446340757882557,0.0
00499-00,9.547815459822792e-06,0.00012985029025358997,6.683470821875955e-05,8.974946532233425e-05,9.547815459822792e-06,2.1005194011610142e-05,8.974946532233425e-05,1.7186067827681027e-05,6.683470821875955e-05,0.0,1.9095630919645587e-06,3.055300947143294e-05,0.00013748854262144822,4.5829514207149406e-05,1.9095630919645587e-06,3.819126183929117e-05,8.020164986251146e-05,2.2914757103574703e-05,3.628169874732661e-05,7.82920867705469e-05,8.593033913840513e-05,0.00013557897952948364,3.4372135655362054e-05,7.82920867705469e-05,8.974946532233425e-05,0.0
00078-00,2.8361553078646587e-06,3.970617431010522e-05,5.672310615729317e-06,1.7016931847187952e-05,1.7016931847187952e-05,5.3886950849428516e-05,1.7016931847187952e-05,1.1344621231458635e-05,5.672310615729317e-06,7.941234862021044e-05,2.268924246291727e-05,1.4180776539323293e-05,4.8214640233699196e-05,2.5525397770781926e-05,8.508465923593976e-06,1.1344621231458635e-05,2.5525397770781926e-05,2.8361553078646587e-06,8.792081454380442e-05,8.508465923593976e-06,0.00025809013301568396,5.672310615729317e-06,2.8361553078646587e-05,8.508465923593976e-06,1.7016931847187952e-05,5.672310615729317e-06
00567-00,9.928092246159955e-06,9.691709097441861e-05,4.2076200471820766e-05,6.0041319774395924e-05,2.363831487180942e-05,5.153152642054453e-05,6.0041319774395924e-05,2.363831487180942e-05,4.2076200471820766e-05,2.363831487180942e-06,1.654682041026659e-05,9.738985727185481e-05,9.738985727185481e-05,9.455325948723768e-07,6.145961866670449e-06,3.6875771200022694e-05,4.113066787694839e-05,2.2220015979500852e-05,6.193238496414067e-05,4.680386344618265e-05,7.091494461542825e-06,6.145961866670449e-06,3.214810822566081e-05,4.680386344618265e-05,6.0041319774395924e-05,1.2764690030777085e-05
00487-00,4.048746912830479e-06,0.00030770476537511643,0.00016194987651321915,0.0001740961172517106,4.656058949755051e-05,5.060933641038099e-05,0.0001740961172517106,5.465808332321147e-05,0.00016194987651321915,2.0243734564152396e-06,1.0121867282076197e-05,0.0001700473703388801,0.00030770476537511643,4.048746912830479e-06,1.4170614194906677e-05,8.907243208227053e-05,0.00016599862342604963,5.668245677962671e-05,9.514555245151625e-05,0.00015790112960038867,2.0243734564152393e-05,0.0,3.6438722215474313e-05,0.00015790112960038867,0.0001740961172517106,8.097493825660958e-06
00521-00,9.307569979629718e-06,0.0001300400491439695,9.812838064238189e-05,0.00012525329886873136,2.1540376238571633e-05,3.616655763513262e-05,0.00012525329886873136,1.5158042538254113e-05,9.812838064238189e-05,3.98895856269845e-06,4.520819704391578e-06,4.5208197043915775e-05,0.00013083784085650917,4.254889133545014e-06,2.127444566772507e-06,7.100346241603242e-05,0.0001023832697759269,2.7124918226349465e-05,6.16958924364027e-05,9.706465835899563e-05,7.233311527026524e-05,6.488705928656146e-05,5.105866960254017e-05,9.706465835899563e-05,0.00012525329886873136,1.5955834250793803e-06
00475-00,1.0061678086671294e-06,0.00011168462676205138,6.238240413736203e-05,5.634539728535925e-05,1.0061678086671294e-06,6.238240413736203e-05,5.634539728535925e-05,1.2074013704005555e-05,6.238240413736203e-05,3.0185034260013886e-05,3.0185034260013886e-06,6.037006852002777e-06,0.0001126907945707185,1.0061678086671294e-06,1.3080181512672683e-05,3.9240544538018054e-05,5.8357732902693515e-05,2.2135691790676848e-05,0.00013683882197872962,6.238240413736203e-05,5.8357732902693515e-05,2.414802740801111e-05,4.024671234668518e-05,6.238240413736203e-05,5.634539728535925e-05,1.3080181512672683e-05
00438-00,2.3135295206366832e-06,6.593559133814548e-05,4.511382565241533e-05,4.511382565241533e-05,3.470294280955025e-05,4.280029613177864e-05,4.511382565241533e-05,1.1567647603183417e-05,4.511382565241533e-05,2.4292059966685176e-05,5.783823801591708e-06,3.470294280955025e-05,6.477882657782714e-05,5.783823801591708e-06,8.097353322228392e-06,9.485471034610401e-05,2.8919119007958543e-05,1.8508236165093466e-05,3.238941328891357e-05,3.123264852859522e-05,4.974088469368869e-05,1.1567647603183416e-06,6.0151767536553765e-05,3.123264852859522e-05,4.511382565241533e-05,5.783823801591708e-06
00498-00,1.5335541651331126e-06,9.354680407311986e-05,7.207704576125628e-05,0.00011194945405471721,1.9936204146730462e-05,4.140596245859404e-05,0.00011194945405471721,1.0734879155931788e-05,7.207704576125628e-05,2.6070420807262912e-05,1.840264998159735e-05,4.6006624953993374e-05,9.201324990798675e-05,4.600662495399338e-06,4.600662495399338e-06,6.594282910072384e-05,8.127837075205497e-05,2.3003312476996687e-05,7.974481658692185e-05,7.207704576125628e-05,3.3738191632928474e-05,6.13421666053245e-06,5.8275058275058275e-05,7.207704576125628e-05,0.00011194945405471721,7.667770825665563e-06
00238-00,0.0,1.608234158893535e-05,1.608234158893535e-05,3.752546370751582e-05,1.0721561059290232e-05,3.21646831778707e-05,3.752546370751582e-05,2.680390264822558e-05,1.608234158893535e-05,2.680390264822558e-05,0.0,0.0,1.608234158893535e-05,0.00010721561059290233,0.0,0.00011793717165219256,1.608234158893535e-05,0.0001983488795968693,0.0,1.608234158893535e-05,0.0,1.0721561059290232e-05,7.505092741503163e-05,1.608234158893535e-05,3.752546370751582e-05,1.0721561059290232e-05
00198-00,3.1809651048128003e-06,0.00027356299901390083,7.31621974106944e-05,0.00010338136590641601,6.3619302096256006e-06,2.5447720838502402e-05,0.00010338136590641601,7.952412762032e-06,7.31621974106944e-05,1.5904825524064001e-06,3.1809651048128003e-06,1.7495308076470402e-05,0.00027356299901390083,1.5904825524064001e-06,4.7714476572192e-06,5.72573718866304e-05,8.11146101727264e-05,1.7495308076470402e-05,0.00027833444667112,9.22479880395712e-05,4.7714476572192e-06,6.3619302096256006e-06,1.5904825524064e-05,9.22479880395712e-05,0.00010338136590641601,0.0
00117-00,1.8063910113983273e-06,0.0001842518831626294,0.00016980075507144277,0.00021134774833360428,1.2644737079788292e-05,6.322368539894146e-05,0.00021134774833360428,2.1676692136779927e-05,0.00016980075507144277,5.419173034194982e-06,1.4451128091186618e-05,3.070864719377156e-05,0.00018244549215123106,0.0,1.8063910113983273e-06,0.00013728571686627287,0.00016618797304864612,2.5289474159576584e-05,4.154699326216153e-05,0.00015715601799165448,0.00011560902472949295,3.6127820227966546e-06,3.432142921656822e-05,0.00015715601799165448,0.00021134774833360428,2.3483083148178256e-05
